 0382.01  -73.662   45.471   1685     34544    .571  3.067
 0385.00  -73.635   45.481    530     34537    .038  1.777
 0392.00  -73.685   45.434    605     24620   1.601  5.043
 0394.00  -73.661   45.445   1790     20910   1.343  5.493
 0395.03  -73.696   45.443   2345     32602    .593  3.376
 0410.02  -73.675   45.518   1870     31124    .789  4.003
 0413.00  -73.688   45.500   3710     29776   1.636  5.720
 0417.02  -73.694   45.516    880     13722    .377  2.724
 0430.00  -73.731   45.443   2805     28340   4.676  9.772
 0432.00  -73.771   45.444   1650     42908   3.969  9.639
 0452.00  -73.829   45.451   3395     32898   3.139  8.508
 0460.00  -73.857   45.428   3030     43228  13.218 14.884
 0470.02  -73.863   45.457   4465     38938   3.661  9.322
 0480.00  -73.915   45.419   2145     48010   7.524 11.334
 0511.00  -73.784   45.510   2890     26499   3.272 10.135
 0512.02  -73.851   45.505   2260     29632   2.037  7.085
 0520.01  -73.786   45.491   4530     26146   2.538  7.053
 0521.01  -73.836   45.478   2540     27878    .848  4.105
 0523.00  -73.827   45.500   1415     31188    .787  4.447
 0540.00  -73.870   45.480   1720     23015   1.287  5.912
 0580.02  -73.494   45.691    670     26945    .750  4.521
 0581.01  -73.496   45.663   3045     24840   1.984  5.891
 0582.02  -73.500   45.648   3205     23182   1.778  7.228
 0591.02  -73.551   45.604   1880     28789    .680  3.566
 0600.03  -73.582   45.588   2255     19595    .721  4.198
 0601.02  -73.585   45.573   1285     24773    .415  3.359
 0604.03  -73.608   45.586   1680     21961    .491  3.378
 0605.04  -73.605   45.603   2610     20167   1.544  5.589
 0610.03  -73.627   45.621   2355     22915   1.660  6.670
 0610.06  -73.613   45.616   1395     18201    .331  2.545
 0611.01  -73.623   45.598   1260     19562    .736  3.716
 0618.00  -73.640   45.602   1460     22649    .639  3.661
 0625.01  -73.565   45.676   2895     24486   7.033 13.898
 0628.02  -73.671   45.604   2055     26610    .784  6.012
 0632.02  -73.729   45.599   2535     25936   1.870  6.161
 0637.02  -73.707   45.574   1525     25685   1.439  4.873
 0641.02  -73.722   45.554   1170     28765   1.349  4.935
 0646.03  -73.728   45.538   1570     24450    .578  3.113
 0648.00  -73.755   45.535   2400     19032   1.129  4.610
 0652.03  -73.802   45.530   4065     29897   3.746  9.546
 0654.00  -73.875   45.528    420     51057   2.379  6.898
 0656.01  -73.844   45.554   2935     24762   7.040 12.195
 0657.01  -73.790   45.579   1925     25242   1.894  6.333
 0659.02  -73.777   45.612   3165     25575   3.432  8.850
 0660.02  -73.739   45.619   2915     25338   1.408  6.651
 0676.01  -73.471   45.723   1855     30183   1.579  6.565
 0676.04  -73.470   45.743   2100     31415   1.640  5.451
 0677.01  -73.436   45.751   3315     26570   4.709 10.107
 0677.04  -73.429   45.781   6110     31154   6.358 13.137
 0685.01  -73.607   45.750   7465     25891  18.720 31.419
 0687.01  -73.671   45.702   2365     28468   2.932  9.429
 0689.00  -73.756   45.787   6970     22593  38.270 32.826
 0690.00  -73.325   45.908   2175     23641  74.564 48.695
 0693.00  -73.424   45.824   2470     22934   2.197  7.535
 0694.00  -73.437   45.894   2140     24931  33.246 34.206
 0700.01  -73.629   45.698   2310     21198   1.442  5.800
 0701.00  -73.764   45.670   3590     24818   4.582 11.365
 0704.01  -73.825   45.622   2445     22650   1.933  6.376
 0705.00  -73.863   45.649   4690     32016   3.544  9.432
 0708.00  -73.828   45.648   4400     24871   2.754  8.945
 0727.00  -73.903   45.559   3745     23998   3.024 10.393
 0732.00  -74.065   45.513   4425     24605 139.886 58.247
 0735.00  -73.933   45.738   4590     23735  62.225 40.349
 0751.02  -73.979   45.368   2505     28162   6.461 14.552
 0776.00  -73.847   45.298   2575     22935  32.774 28.194
 0789.00  -74.012   45.820   2535     24000  13.185 25.622
 0801.00  -73.742   45.370   3345     26217   2.778  6.981
 0806.01  -73.707   45.361   1585     23206   1.613  5.348
 0807.00  -73.743   45.301   4825     27346  46.551 28.612
 0825.02  -73.451   45.471   2300     24540    .947  4.402
 0825.05  -73.485   45.474   2665     25357   3.473 12.405
 0826.04  -73.434   45.435   4855     32856  16.458 20.161
 0828.02  -73.501   45.366   2585     39740  11.582 18.360
 0850.02  -73.283   45.421   4885     26501  17.601 18.783
 0853.02  -73.266   45.540   2045     27641  20.448 19.619
 0854.01  -73.327   45.529   3290     40408   2.849  7.435
 0856.00  -73.411   45.530   1020     27337  15.907 16.898
 0857.02  -73.424   45.492   2305     21590   1.170  5.459
 0863.01  -73.502   45.491   1905     42935   1.911  6.719
 0864.00  -73.513   45.509   3120     42150   2.119  6.142
 0868.01  -73.459   45.496   3065     24937   1.560  6.035
 0870.02  -73.459   45.517   1200     23616    .599  3.350
 0871.02  -73.474   45.515   1200     24948    .473  2.995
 0873.02  -73.480   45.524   2085     19550    .657  3.360
 0877.00  -73.472   45.547   5545     31967   6.681 10.704
 0884.01  -73.522   45.527   1620     27146    .871  4.082
 0889.02  -73.437   45.631   1750     29726   4.017  9.942
 0901.01  -73.211   45.569   2425     25108   2.497  6.865
 0929.00  -73.209   45.538   3990     28999   5.654 10.356
 0004.00  -73.525   45.602   1475     22295    .445  2.949
 0009.00  -73.522   45.574   1765     23638   6.628 10.460
 0017.00  -73.533   45.554    835     19415    .345  4.387
 0023.00  -73.542   45.537    430     18570    .938  3.952
 0025.00  -73.542   45.547    880     18304    .218  1.992
 0028.00  -73.550   45.541    940     18530    .156  1.671
 0030.00  -73.552   45.551   1575     19817    .295  2.295
 0035.00  -73.558   45.533   1050     20179    .177  1.908
 0041.00  -73.550   45.523    880     19893    .259  2.432
 0046.00  -73.559   45.523    885     16700    .156  1.595
 0054.00  -73.555   45.514    570     27024    .149  1.607
 0060.00  -73.565   45.513    165     11771    .093  1.261
 0062.00  -73.569   45.503    225     38736    .817  3.638
 0067.00  -73.578   45.487    805     21940    .177  1.738
 0072.00  -73.551   45.479   1140     19766   4.366 10.451
 0081.00  -73.588   45.480   1095     21615    .259  2.077
 0083.00  -73.588   45.472   1295     18946    .467  2.798
 0088.00  -73.593   45.458   1465     22868    .336  2.381
 0091.00  -73.602   45.442  -9999     -9999    .990  4.039
 0097.01  -73.622   45.466   2760     21530    .361  2.975
 0100.00  -73.640   45.467   3170     24264    .817  3.975
 0106.00  -73.619   45.477   1060     31035    .225  3.035
 0112.02  -73.638   45.491   1435     15735    .279  2.171
 0114.00  -73.622   45.486   1070     37513    .274  2.732
 0116.00  -73.626   45.494   2965     22237    .643  3.228
 0119.00  -73.641   45.500   2365     13430    .418  2.682
 0123.00  -73.627   45.503   2995     18703    .409  2.714
 0125.00  -73.625   45.512   2800     31875    .458  3.372
 0128.00  -73.593   45.504   2130     52098   3.010  9.850
 0132.00  -73.574   45.512   2675     22743    .266  2.100
 0134.00  -73.571   45.517    595     30438    .083  1.245
 0139.00  -73.583   45.521   1550     17443    .227  1.904
 0142.00  -73.576   45.523    960     25646    .106  1.431
 0146.00  -73.576   45.528   1375     23475    .145  1.572
 0151.00  -73.569   45.535   1230     19581    .117  1.449
 0156.00  -73.576   45.535   1065     21433    .138  1.522
 0159.00  -73.583   45.528   1195     25633    .125  1.466
 0163.00  -73.591   45.520   2045     22455    .204  1.808
 0167.00  -73.607   45.526   1415     16571    .201  1.810
 0172.00  -73.592   45.529   1005     17235    .195  2.037
 0176.00  -73.584   45.536   1085     25188    .122  1.668
 0179.00  -73.583   45.542   1805     16984    .504  3.482
 0183.00  -73.579   45.550   1100     20481    .132  1.712
 0186.00  -73.570   45.552   2005     21387    .380  2.808
 0190.02  -73.558   45.572   1350     41757   1.037  4.273
 0194.00  -73.537   45.611   2640     26277   1.163  4.743
 0197.00  -73.575   45.575   2030     23611    .624  3.233
 0200.00  -73.582   45.566   1710     21821    .319  2.388
 0204.00  -73.588   45.549   1400     23331    .235  1.943
 0206.00  -73.597   45.549   1385     28413    .230  2.047
 0212.00  -73.603   45.539   1235     20799    .194  1.858
 0218.00  -73.614   45.535   1375     16654    .276  2.135
 0221.00  -73.626   45.526   2525     13971    .320  2.530
 0224.00  -73.638   45.532   2245     14347    .369  3.361
 0227.00  -73.632   45.541    895     21662    .118  1.420
 0234.00  -73.618   45.542    920     17321    .147  1.846
 0238.00  -73.632   45.547   1100     22119    .165  1.963
 0250.00  -73.606   45.557   1845     18739    .447  3.458
 0261.00  -73.624   45.575   1105     17322    .620  3.257
 0263.00  -73.638   45.569   1800     18613    .751  3.905
 0264.02  -73.631   45.554   2725     35103    .881  3.858
 0270.00  -73.659   45.551   1950     26704    .687  3.350
 0272.00  -73.652   45.564   1730     26641    .486  2.783
 0280.00  -73.672   45.545   2015     27442    .606  3.398
 0282.00  -73.691   45.541   2785     26729   1.607  6.898
 0290.05  -73.608   45.625   2000     27870   3.025  8.780
 0290.07  -73.580   45.644   1360     21899    .567  3.057
 0291.00  -73.541   45.671   4255     25290  13.361 17.677
 0302.00  -73.570   45.465   1145     16802    .201  1.802
 0309.00  -73.579   45.457    485     23722    .212  1.921
 0313.00  -73.580   45.446   1630     23834   1.047  9.531
 0320.00  -73.594   45.434   2350     25050   3.533 12.637
 0323.00  -73.624   45.419   1540     24287   1.434  5.035
 0325.02  -73.623   45.428   2825     22745    .991  4.658
 0326.02  -73.643   45.434   1780     22781   1.081  4.305
 0340.00  -73.651   45.453   2865     46722   1.489  7.421
 0353.00  -73.603   45.482   1710     52259    .417  3.450
 0393.00  -73.679   45.442   2370     22675   1.049  4.946
 0410.03  -73.662   45.519    710     19889   2.153  6.377
 0415.01  -73.724   45.492    715     37703  28.678 32.353
 0440.00  -73.742   45.432  -9999     -9999    .209  1.916
 0451.00  -73.800   45.454   3450     31278   3.336  8.646
 0462.02  -73.882   45.434   3185     50274   3.158  9.287
 0491.00  -73.930   45.426   1060     36006  10.244 17.198
 0513.00  -73.842   45.499   4150     26675   2.340  9.275
 0520.02  -73.796   45.497   3760     24033   1.747  6.536
 0522.01  -73.843   45.470   2320     30746   1.303  4.941
 0550.02  -73.911   45.490   1585     34777  21.229 19.551
 0580.03  -73.485   45.693   2260     29997   1.788  6.507
 0592.00  -73.559   45.607   3560     24838    .945  3.981
 0600.01  -73.572   45.591   2005     22728    .775  4.723
 0603.01  -73.598   45.583   1700     20745    .536  3.380
 0604.04  -73.621   45.587   2045     21761    .718  4.361
 0605.02  -73.600   45.593   1010     28390    .627  3.294
 0611.02  -73.626   45.602   2340     19974    .568  3.369
 0614.00  -73.646   45.586   1565     20528    .456  2.870
 0625.02  -73.588   45.669   2830     24262   1.920  5.702
 0627.00  -73.653   45.620   2650     23798   5.684 10.605
 0629.00  -73.667   45.586   1760     25714   1.597  5.125
 0632.03  -73.706   45.599   2960     31418   4.112  9.802
 0635.00  -73.682   45.566   2205     25306   1.150  5.831
 0638.01  -73.703   45.567   3190     23881    .890  4.474
 0644.00  -73.728   45.548    620     26107   1.523  6.539
 0649.02  -73.772   45.530   3020     19894   1.309  5.039
 0650.02  -73.756   45.543   1815     18061    .715  3.562
 0653.00  -73.855   45.519    605     37470   1.065  4.297
 0655.02  -73.865   45.545   2860     23935   2.457  6.759
 0657.02  -73.801   45.571   3330     25356   1.522  6.512
 0659.03  -73.765   45.601   4570     35034   8.608 12.668
 0661.01  -73.768   45.641   3680     25986   6.382 12.551
 0676.02  -73.475   45.727   1920     29261   1.338  5.856
 0677.03  -73.415   45.776   3695     31340   5.350  9.910
 0677.05  -73.454   45.758   2880     38982   2.090  6.960
 0685.02  -73.592   45.770   1890     23998  56.299 55.365
 0687.02  -73.729   45.719   3090     24574  43.235 38.900
 0691.00  -73.284   45.886   2590     24772   4.071 10.704
 0700.02  -73.644   45.701   4175     23707   3.545  8.714
 0706.00  -73.836   45.633   1555     20421   1.381  5.537
 0709.00  -73.866   45.663   4820     24514   6.008 14.678
 0725.01  -73.861   45.582   4115     26188   4.986  9.088
 0729.00  -73.890   45.539   1755     27023   2.505  7.470
 0755.00  -74.027   45.380   3050     25039   6.442 19.167
